rule_id,name,rule_type,rule_file,stage,level_range,job_group,item_slot,current_tier,recommended_tier,item_tier,minimum_starforce,recommended_starforce,stop_point,potential_grade,option_type,priority,priority_rank,valid_options,bad_options,target_grade,additional_potential,flame_score,minimum_score,recommended_score,high_score,upgrade_priority,condition,reason,recommended_action,api_slot_name,standard_slot_name,item_category,is_core_slot,recommendation_use,notes,calculation_note,review_status,source_id,description
equipment_rule_supplemental_rule_0088,pirate armor_or_accessory potential rule,potential,potential_option_rules.csv,,,pirate,armor_or_accessory,,,,,,,,main_potential,1,,STR/DEX%|all_stat% where efficient,flat stat at high level|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,main stat lines for non-WSE slots,,draft_needs_team_review,source_supplemental_rule_0088,rule_file: potential_option_rules.csv job_group: pirate item_slot: armor_or_accessory option_type: main_potential priority: 1 valid_options: STR/DEX%|all_stat% where efficient bad_options: flat stat at high level|irrelevant stat target_grade: unique_to_legendary notes: main stat lines for non-WSE slots review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0089,xenon armor_or_accessory potential rule,potential,potential_option_rules.csv,,,xenon,armor_or_accessory,,,,,,,,main_potential,1,,all_stat%|all_stat% where efficient,flat stat at high level|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,main stat lines for non-WSE slots,,draft_needs_team_review,source_supplemental_rule_0089,rule_file: potential_option_rules.csv job_group: xenon item_slot: armor_or_accessory option_type: main_potential priority: 1 valid_options: all_stat%|all_stat% where efficient bad_options: flat stat at high level|irrelevant stat target_grade: unique_to_legendary notes: main stat lines for non-WSE slots review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0090,demon_avenger armor_or_accessory potential rule,potential,potential_option_rules.csv,,,demon_avenger,armor_or_accessory,,,,,,,,main_potential,1,,HP%|all_stat% where efficient,flat stat at high level|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,main stat lines for non-WSE slots,,draft_needs_team_review,source_supplemental_rule_0090,rule_file: potential_option_rules.csv job_group: demon_avenger item_slot: armor_or_accessory option_type: main_potential priority: 1 valid_options: HP%|all_stat% where efficient bad_options: flat stat at high level|irrelevant stat target_grade: unique_to_legendary notes: main stat lines for non-WSE slots review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0091,all weapon potential rule,potential,potential_option_rules.csv,,,all,weapon,,,,,,,,main_potential,1,,attack%|magic_attack%|boss_damage%|ignore_defense%,damage% usually lower priority|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,WSE valid lines depend on current IED/boss damage balance,,draft_needs_team_review,source_supplemental_rule_0091,rule_file: potential_option_rules.csv job_group: all item_slot: weapon option_type: main_potential priority: 1 valid_options: attack%|magic_attack%|boss_damage%|ignore_defense% bad_options: damage% usually lower priority|irrelevant stat target_grade: unique_to_legendary notes: WSE valid lines depend on current IED/boss damage balance review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0092,all secondary_weapon potential rule,potential,potential_option_rules.csv,,,all,secondary_weapon,,,,,,,,main_potential,1,,attack%|magic_attack%|boss_damage%|ignore_defense%,damage% usually lower priority|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,WSE valid lines depend on current IED/boss damage balance,,draft_needs_team_review,source_supplemental_rule_0092,rule_file: potential_option_rules.csv job_group: all item_slot: secondary_weapon option_type: main_potential priority: 1 valid_options: attack%|magic_attack%|boss_damage%|ignore_defense% bad_options: damage% usually lower priority|irrelevant stat target_grade: unique_to_legendary notes: WSE valid lines depend on current IED/boss damage balance review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0093,all emblem potential rule,potential,potential_option_rules.csv,,,all,emblem,,,,,,,,main_potential,1,,attack%|magic_attack%|boss_damage%|ignore_defense%,damage% usually lower priority|irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,WSE valid lines depend on current IED/boss damage balance,,draft_needs_team_review,source_supplemental_rule_0093,rule_file: potential_option_rules.csv job_group: all item_slot: emblem option_type: main_potential priority: 1 valid_options: attack%|magic_attack%|boss_damage%|ignore_defense% bad_options: damage% usually lower priority|irrelevant stat target_grade: unique_to_legendary notes: WSE valid lines depend on current IED/boss damage balance review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0094,all gloves potential rule,potential,potential_option_rules.csv,,,all,gloves,,,,,,,,main_potential,1,,critical_damage%|main_stat%,irrelevant stat,unique_to_legendary,,,,,,,,,,,,,,,crit damage gloves become important from mid/late bossing,,draft_needs_team_review,source_supplemental_rule_0094,rule_file: potential_option_rules.csv job_group: all item_slot: gloves option_type: main_potential priority: 1 valid_options: critical_damage%|main_stat% bad_options: irrelevant stat target_grade: unique_to_legendary notes: crit damage gloves become important from mid/late bossing review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0095,all heart potential rule,potential,potential_option_rules.csv,,,all,heart,,,,,,,,main_potential,3,,main_stat%|attack% where available,irrelevant stat,epic_to_unique,,,,,,,,,,,,,,,depends on heart tier and event availability,,draft_needs_team_review,source_supplemental_rule_0095,rule_file: potential_option_rules.csv job_group: all item_slot: heart option_type: main_potential priority: 3 valid_options: main_stat%|attack% where available bad_options: irrelevant stat target_grade: epic_to_unique notes: depends on heart tier and event availability review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0096,all any potential rule,potential,potential_option_rules.csv,,,all,any,,,,,,,,additional_potential,2,,attack/magic_attack flat|main_stat flat|attack% for high budget,irrelevant stat,rare_to_legendary,,,,,,,,,,,,,,,additional potential should not block early progression,,draft_needs_team_review,source_supplemental_rule_0096,rule_file: potential_option_rules.csv job_group: all item_slot: any option_type: additional_potential priority: 2 valid_options: attack/magic_attack flat|main_stat flat|attack% for high budget bad_options: irrelevant stat target_grade: rare_to_legendary notes: additional potential should not block early progression review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0097,warrior weapon flame score rule,flame_score,flame_score_rules.csv,,200-219,warrior,weapon,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0097,rule_file: flame_score_rules.csv job_group: warrior item_slot: weapon level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0098,warrior weapon flame score rule,flame_score,flame_score_rules.csv,,220-249,warrior,weapon,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0098,rule_file: flame_score_rules.csv job_group: warrior item_slot: weapon level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0099,warrior weapon flame score rule,flame_score,flame_score_rules.csv,,250-300,warrior,weapon,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0099,rule_file: flame_score_rules.csv job_group: warrior item_slot: weapon level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0100,warrior armor flame score rule,flame_score,flame_score_rules.csv,,200-219,warrior,armor,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0100,rule_file: flame_score_rules.csv job_group: warrior item_slot: armor level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0101,warrior armor flame score rule,flame_score,flame_score_rules.csv,,220-249,warrior,armor,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0101,rule_file: flame_score_rules.csv job_group: warrior item_slot: armor level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0102,warrior armor flame score rule,flame_score,flame_score_rules.csv,,250-300,warrior,armor,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0102,rule_file: flame_score_rules.csv job_group: warrior item_slot: armor level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0103,warrior accessory flame score rule,flame_score,flame_score_rules.csv,,200-219,warrior,accessory,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0103,rule_file: flame_score_rules.csv job_group: warrior item_slot: accessory level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0104,warrior accessory flame score rule,flame_score,flame_score_rules.csv,,220-249,warrior,accessory,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0104,rule_file: flame_score_rules.csv job_group: warrior item_slot: accessory level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0105,warrior accessory flame score rule,flame_score,flame_score_rules.csv,,250-300,warrior,accessory,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0105,rule_file: flame_score_rules.csv job_group: warrior item_slot: accessory level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0106,magician weapon flame score rule,flame_score,flame_score_rules.csv,,200-219,magician,weapon,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0106,rule_file: flame_score_rules.csv job_group: magician item_slot: weapon level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0107,magician weapon flame score rule,flame_score,flame_score_rules.csv,,220-249,magician,weapon,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0107,rule_file: flame_score_rules.csv job_group: magician item_slot: weapon level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0108,magician weapon flame score rule,flame_score,flame_score_rules.csv,,250-300,magician,weapon,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0108,rule_file: flame_score_rules.csv job_group: magician item_slot: weapon level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0109,magician armor flame score rule,flame_score,flame_score_rules.csv,,200-219,magician,armor,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0109,rule_file: flame_score_rules.csv job_group: magician item_slot: armor level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0110,magician armor flame score rule,flame_score,flame_score_rules.csv,,220-249,magician,armor,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0110,rule_file: flame_score_rules.csv job_group: magician item_slot: armor level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0111,magician armor flame score rule,flame_score,flame_score_rules.csv,,250-300,magician,armor,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0111,rule_file: flame_score_rules.csv job_group: magician item_slot: armor level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0112,magician accessory flame score rule,flame_score,flame_score_rules.csv,,200-219,magician,accessory,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0112,rule_file: flame_score_rules.csv job_group: magician item_slot: accessory level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0113,magician accessory flame score rule,flame_score,flame_score_rules.csv,,220-249,magician,accessory,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0113,rule_file: flame_score_rules.csv job_group: magician item_slot: accessory level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0114,magician accessory flame score rule,flame_score,flame_score_rules.csv,,250-300,magician,accessory,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0114,rule_file: flame_score_rules.csv job_group: magician item_slot: accessory level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0115,bowman weapon flame score rule,flame_score,flame_score_rules.csv,,200-219,bowman,weapon,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0115,rule_file: flame_score_rules.csv job_group: bowman item_slot: weapon level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0116,bowman weapon flame score rule,flame_score,flame_score_rules.csv,,220-249,bowman,weapon,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0116,rule_file: flame_score_rules.csv job_group: bowman item_slot: weapon level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0117,bowman weapon flame score rule,flame_score,flame_score_rules.csv,,250-300,bowman,weapon,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0117,rule_file: flame_score_rules.csv job_group: bowman item_slot: weapon level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0118,bowman armor flame score rule,flame_score,flame_score_rules.csv,,200-219,bowman,armor,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0118,rule_file: flame_score_rules.csv job_group: bowman item_slot: armor level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0119,bowman armor flame score rule,flame_score,flame_score_rules.csv,,220-249,bowman,armor,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0119,rule_file: flame_score_rules.csv job_group: bowman item_slot: armor level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0120,bowman armor flame score rule,flame_score,flame_score_rules.csv,,250-300,bowman,armor,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0120,rule_file: flame_score_rules.csv job_group: bowman item_slot: armor level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0121,bowman accessory flame score rule,flame_score,flame_score_rules.csv,,200-219,bowman,accessory,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0121,rule_file: flame_score_rules.csv job_group: bowman item_slot: accessory level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0122,bowman accessory flame score rule,flame_score,flame_score_rules.csv,,220-249,bowman,accessory,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0122,rule_file: flame_score_rules.csv job_group: bowman item_slot: accessory level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0123,bowman accessory flame score rule,flame_score,flame_score_rules.csv,,250-300,bowman,accessory,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0123,rule_file: flame_score_rules.csv job_group: bowman item_slot: accessory level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0124,thief weapon flame score rule,flame_score,flame_score_rules.csv,,200-219,thief,weapon,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0124,rule_file: flame_score_rules.csv job_group: thief item_slot: weapon level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0125,thief weapon flame score rule,flame_score,flame_score_rules.csv,,220-249,thief,weapon,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0125,rule_file: flame_score_rules.csv job_group: thief item_slot: weapon level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0126,thief weapon flame score rule,flame_score,flame_score_rules.csv,,250-300,thief,weapon,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0126,rule_file: flame_score_rules.csv job_group: thief item_slot: weapon level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0127,thief armor flame score rule,flame_score,flame_score_rules.csv,,200-219,thief,armor,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0127,rule_file: flame_score_rules.csv job_group: thief item_slot: armor level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0128,thief armor flame score rule,flame_score,flame_score_rules.csv,,220-249,thief,armor,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0128,rule_file: flame_score_rules.csv job_group: thief item_slot: armor level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0129,thief armor flame score rule,flame_score,flame_score_rules.csv,,250-300,thief,armor,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0129,rule_file: flame_score_rules.csv job_group: thief item_slot: armor level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0130,thief accessory flame score rule,flame_score,flame_score_rules.csv,,200-219,thief,accessory,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0130,rule_file: flame_score_rules.csv job_group: thief item_slot: accessory level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0131,thief accessory flame score rule,flame_score,flame_score_rules.csv,,220-249,thief,accessory,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0131,rule_file: flame_score_rules.csv job_group: thief item_slot: accessory level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0132,thief accessory flame score rule,flame_score,flame_score_rules.csv,,250-300,thief,accessory,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0132,rule_file: flame_score_rules.csv job_group: thief item_slot: accessory level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0133,pirate weapon flame score rule,flame_score,flame_score_rules.csv,,200-219,pirate,weapon,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0133,rule_file: flame_score_rules.csv job_group: pirate item_slot: weapon level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0134,pirate weapon flame score rule,flame_score,flame_score_rules.csv,,220-249,pirate,weapon,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0134,rule_file: flame_score_rules.csv job_group: pirate item_slot: weapon level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0135,pirate weapon flame score rule,flame_score,flame_score_rules.csv,,250-300,pirate,weapon,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0135,rule_file: flame_score_rules.csv job_group: pirate item_slot: weapon level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0136,pirate armor flame score rule,flame_score,flame_score_rules.csv,,200-219,pirate,armor,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0136,rule_file: flame_score_rules.csv job_group: pirate item_slot: armor level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
