active_for_matching,boss_name,difficulty,entry_level,required_level,required_combat_power,required_main_stat,required_attack_power,required_magic_power,required_boss_damage,required_ignore_def,required_crit_rate,required_crit_damage,required_final_damage,required_arcane_force,required_authentic_force,required_starforce,required_union_level,required_mulung_floor,legacy_stat_attack_cut,cut_basis,source_name,source_url,reliability,notes
true,하드 루시드,HARD,220,230,40000000,36000,3000,3000,280,95,100,60,0,360,,150,8000,56,,combat_power_min_cut+derived_detail_stats,Loat_2025;Inven_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.inven.co.kr/board/maple/5974/4787694|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,이지 윌,EASY,235,235,12000000,22000,2200,2200,220,94,100,45,0,560,,120,6000,49,,combat_power_min_cut+derived_detail_stats,Loat_2025;Inven_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.inven.co.kr/board/maple/5974/4787694|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,노멀 윌,NORMAL,235,250,25000000,30000,3000,3000,280,94,100,60,0,760,,150,8000,51,,combat_power_min_cut+derived_detail_stats,Loat_2025;Inven_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.inven.co.kr/board/maple/5974/4787694|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,하드 윌,HARD,235,250,40000000,36000,3000,3000,280,95,100,60,0,760,,150,8000,56,,combat_power_min_cut+derived_detail_stats,Loat_2025;Inven_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.inven.co.kr/board/maple/5974/4787694|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,노멀 더스크,NORMAL,245,255,16000000,24000,2200,2200,240,94,100,45,0,730,,120,6000,52,,combat_power_min_cut+derived_detail_stats,Loat_2025;Inven_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.inven.co.kr/board/maple/5974/4787694|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,카오스 더스크,CHAOS,245,255,40000000,36000,3000,3000,280,95,100,60,0,730,,150,8000,59,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,노멀 듄켈,NORMAL,255,265,18000000,26000,2200,2200,240,94,100,45,0,850,,120,6000,52,,combat_power_min_cut+derived_detail_stats,Loat_2025;Inven_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.inven.co.kr/board/maple/5974/4787694|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,하드 듄켈,HARD,255,265,40000000,36000,3000,3000,280,95,100,60,0,850,,150,8000,59,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,노멀 진 힐라,NORMAL,250,250,30000000,32000,3000,3000,280,94,100,60,0,820,,150,8000,54,,combat_power_min_cut+derived_detail_stats,Loat_2025;Inven_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.inven.co.kr/board/maple/5974/4787694|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,하드 진 힐라,HARD,250,250,50000000,42000,3800,3800,320,95,100,70,0,900,,170,8000,58,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,arcane force and 300 percent defense included
true,하드 검은 마법사,HARD,255,275,120000000,58000,4800,4800,360,95,100,85,0,1320,,200,8500,58,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED;Vortex_BlackMage,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13|https://vortexgaming.io/postdetail/513660,MEDIUM_DERIVED,black mage uses 300 percent defense and 1320 arcane force
true,익스트림 검은 마법사,EXTREME,255,280,800000000,120000,8500,8500,480,96,100,120,0,1320,,250,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,endgame estimate from combat power table and 300 percent defense
true,노멀 선택받은 세렌,NORMAL,260,270,80000000,50000,3800,3800,320,97,100,70,0,,200,170,8000,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,하드 선택받은 세렌,HARD,260,275,180000000,65000,4800,4800,360,98,100,85,0,,200,200,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,익스트림 선택받은 세렌,EXTREME,260,280,1100000000,140000,11000,11000,550,98,100,140,0,,200,280,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,very high variance endgame estimate
true,이지 감시자 칼로스,EASY,265,270,120000000,58000,4800,4800,360,97,100,85,0,,200,200,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;Vortex_Kalos;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://vortexgaming.io/postdetail/675125|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Vortex guide places easy Kalos around 1e combat power
true,노멀 감시자 칼로스,NORMAL,265,280,250000000,72000,6500,6500,420,97,100,100,0,,300,220,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;Vortex_Kalos;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://vortexgaming.io/postdetail/648860|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,카오스 감시자 칼로스,CHAOS,265,285,700000000,105000,8500,8500,480,98,100,120,0,,330,250,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;Vortex_Kalos;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://vortexgaming.io/postdetail/648860|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,익스트림 감시자 칼로스,EXTREME,265,285,1600000000,150000,11000,11000,550,98,100,140,0,,440,280,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,endgame estimate from combat power table
true,이지 카링,EASY,275,275,250000000,72000,6500,6500,420,97,100,100,0,,230,220,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,노멀 카링,NORMAL,275,285,600000000,105000,8500,8500,480,97,100,120,0,,330,250,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,하드 카링,HARD,275,285,1000000000,120000,8500,8500,480,98,100,120,0,,350,250,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,익스트림 카링,EXTREME,275,285,2500000000,165000,13000,13000,550,98,100,140,0,,480,280,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,endgame estimate from combat power table
true,이지 최초의 대적자,EASY,270,270,90000000,58000,4800,4800,360,97,100,85,0,,220,200,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;Vortex_Kalos;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://vortexgaming.io/postdetail/648860|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,노멀 최초의 대적자,NORMAL,270,280,300000000,82000,6500,6500,420,97,100,100,0,,320,220,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;Vortex_Kalos;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://vortexgaming.io/postdetail/648860|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Vortex says normal Adversary has broad recommended range
true,하드 최초의 대적자,HARD,270,285,1200000000,140000,11000,11000,550,98,100,140,0,,340,280,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,endgame estimate from combat power table
true,익스트림 최초의 대적자,EXTREME,270,290,3000000000,180000,13000,13000,550,98,100,140,0,,460,280,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,endgame estimate from combat power table
true,노멀 림보,NORMAL,285,285,700000000,105000,8500,8500,480,97,100,120,0,,500,250,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,Grandis boss uses 380 percent defense and authentic force
true,하드 림보,HARD,285,285,1400000000,140000,11000,11000,550,98,100,140,0,,500,280,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;MatsuForce;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://matsu1207.tistory.com/771|https://metdori.tistory.com/13,MEDIUM_DERIVED,endgame estimate from combat power table
true,노멀 탈로스,NORMAL,290,290,800000000,120000,8500,8500,480,97,100,120,0,,700,250,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://metdori.tistory.com/13,MEDIUM_DERIVED,Loat table names Baldrix while Korean MaplerHouse page may use Talos
true,하드 탈로스,HARD,290,290,1700000000,150000,11000,11000,550,98,100,140,0,,700,280,8500,,,combat_power_min_cut+derived_detail_stats,Loat_2025;MaplerHouse;Metdori_IED,https://loat.tistory.com/entry/%EB%A9%94%EC%9D%B4%ED%94%8C%EC%8A%A4-%EC%A0%84%ED%88%AC%EB%A0%A5-%ED%91%9C-%EC%A0%84%EC%B2%B4-%EB%B3%B4%EC%8A%A4|https://www.maplerhouse.com/en/guide/boss/boss-overview|https://metdori.tistory.com/13,MEDIUM_DERIVED,Loat table names Baldrix while Korean MaplerHouse page may use Talos
false,노멀 찬란한 흉성,NORMAL,280,280,,,,,,,,,,,,,,,,authority_or_damage_requirement,MegaEconomy_2025;MatsuForce,https://m.megaeconomy.co.kr/news/amp.html?ncode=1065608956461505|https://matsu1207.tistory.com/771,LOW,source gives entry and high damage requirement but no stable combat power cut
false,하드 찬란한 흉성,HARD,280,280,,,,,,,,,,,,,,,,authority_or_damage_requirement,MegaEconomy_2025;InvenExample;MatsuForce,https://m.megaeconomy.co.kr/news/amp.html?ncode=1065608956461505|https://www.inven.co.kr/board/maple/2295/290560|https://matsu1207.tistory.com/771,LOW,individual example is not a general cut so inactive for matching
true,노멀 유피테르,NORMAL,295,295,500000000,90000,6500,6500,420,98,100,100,0,,,220,8500,,,combat_power_min_cut+derived_detail_stats,MegaEconomy_2025;GameDonga_2026;MapleStoryWiki;Metdori_IED,https://m.megaeconomy.co.kr/news/amp.html?ncode=1065608956461505|https://news.nate.com/view/20260212n35036|https://maplestorywiki.net/w/Bosses|https://metdori.tistory.com/13,LOW_DERIVED,article states Jupiter requires 295 plus and 5e combat power but difficulty split is unclear
false,하드 유피테르,HARD,295,295,,,,,,,,,,,,,,,,release_info_only,GameDonga_2026;DaumFirstClear_2026;MapleStoryWiki,https://news.nate.com/view/20260212n35036|https://v.daum.net/v/20260213193524689|https://maplestorywiki.net/w/Bosses,LOW,hard first clear data is not reusable combat power cut
